median_income,percent_college,percent_lunch,percent_married,rate_unemployment,school_level,school_type,state,year,zip_code,average_act,region
36714.0,0.64044289044289,0.48512173128945,0.440191387559809,0.021505376344086,High,Regular School,TX,2016-2017,77304,19.8840048840049,S
54638.0,0.609632446134347,0.32306477093207,0.657820440429136,0.0757987763426241,High,Regular School,KY,2016-2017,40065,19.9,LK
34408.0,0.376584638329605,0.401326699834163,0.593511450381679,0.126024590163934,High,Regular School,TN,2016-2017,37030,18.7,SE
31337.0,0.489514348785872,0.674044265593561,0.214484679665738,0.140772532188841,High,Regular School,LA,2016-2017,70605,17.2,S
56170.0,0.656215005599104,0.152466367713004,0.76062091503268,0.110823630875377,High,Regular School,MI,2016-2017,48182,20.6,LK
92930.0,0.765897755610973,0.202060675443618,0.786060019361084,0.0313672008182748,High,Regular School,TX,2016-2017,77353,22.1550671550672,S
54436.0,0.544425956738769,0.316742081447964,0.664634146341463,0.066027296200664,High,Regular School,OH,2016-2017,45103,21.0,LK
40347.0,0.494822888283379,0.32157394843962,0.609856262833676,0.0821643286573146,High,Regular School,MO,2016-2017,63775,19.8,LK
85000.0,0.866807610993658,0.531986531986532,0.869714285714286,0.0233766233766234,High,Regular School,GA,2016-2017,31906,18.3699633699634,SE
44480.0,0.71955186122154,0.175623052959502,0.588235294117647,0.0707716913234706,High,Regular School,MI,2016-2017,48843,20.2,LK
53047.0,0.454254182983268,0.743243243243243,0.64332892998679,0.0668728256667955,High,Regular School,OH,2016-2017,44423,21.0,LK
40000.0,0.422081094284319,0.421052631578947,0.631790744466801,0.136970400464306,High,Regular School,MI,2016-2017,48427,18.6,LK
96477.0,0.749625187406297,0.0975609756097561,0.416083916083916,0.0,High,Regular School,MA,2016-2017,2554,21.5934065934066,NE
36875.0,0.53243332235759,0.446022727272727,0.682317682317682,0.0643957069528698,High,Regular School,OH,2016-2017,45640,21.0,LK
23176.0,0.241830065359477,0.422644163150492,0.463203463203463,0.209003215434084,High,Regular School,TN,2016-2017,37813,20.4,SE
69950.0,0.743518260384723,0.169651272384543,0.586187214611872,0.0623768877216021,High,Regular School,MO,2016-2017,64079,21.7,LK
43684.0,0.466395864106352,0.705970149253731,0.588709677419355,0.128363475959418,High,Regular School,NJ,2016-2017,7029,17.954822954823,NE
117083.0,0.628316559926807,0.0718446601941748,0.948548812664908,0.0337508698677801,High,Regular School,PA,2016-2017,19342,23.986568986569,NE
29898.0,0.524695776664281,0.377137713771377,0.459715639810427,0.0731292517006803,High,Regular School,IN,2016-2017,46563,21.3199023199023,LK
32387.0,0.345294117647059,0.409282700421941,0.537331701346389,0.139419674451522,High,Regular School,KY,2016-2017,40444,18.9,LK
28810.0,0.45135406218656,0.826923076923077,0.361963190184049,0.305732484076433,High,Regular School,MI,2016-2017,49444,13.4,LK
96933.0,0.863964464186563,0.155349291646312,0.853826850690088,0.0679549114331723,High,Regular School,WA,2016-2017,98012,22.960927960928,NW
39808.0,0.54676710608914,0.423652694610778,0.830835117773019,0.0714776632302405,High,Regular School,KY,2016-2017,41041,17.1,LK
44500.0,0.591762252346194,0.406896551724138,0.574850299401198,0.127443881245474,High,Regular School,WA,2016-2017,98612,21.4957264957265,NW
85038.0,0.784937466014138,0.140657084188912,0.8154296875,0.0384615384615385,High,Regular School,PA,2016-2017,15136,21.6422466422466,NE
75000.0,0.623156981786644,0.235849056603774,0.779947916666667,0.0670955882352941,High,Regular School,OH,2016-2017,45113,21.0,LK
88504.0,0.787906691221608,0.428939828080229,0.775828460038986,0.0541082164328657,High,Regular School,FL,2016-2017,32819,21.7887667887668,SE
65559.0,0.663454410674574,0.675757575757576,0.58421052631579,0.00412201154163232,High,Regular School,TN,2016-2017,38305,15.8,SE
23832.0,0.286611570247934,0.667779632721202,0.421193232413179,0.144340602284528,High,Regular School,KY,2016-2017,40447,17.7,LK
86071.0,0.881136950904393,0.503764544832307,0.868250539956803,0.031657355679702,High,Regular School,TX,2016-2017,76012,21.5934065934066,S
68769.0,0.880808950086059,0.309278350515464,0.654639175257732,0.0404411764705882,High,Regular School,KY,2016-2017,40205,22.3,LK
21607.0,0.494693396226415,0.591228070175439,0.140225179119754,0.0562310030395137,High,Regular School,LA,2016-2017,71241,17.6,S
53891.0,0.517268141249515,0.281746031746032,0.827559661277906,0.077841845140033,High,Regular School,MI,2016-2017,49070,18.6,LK
38750.0,0.326347305389222,0.444700460829493,0.803088803088803,0.101398601398601,High,Regular School,OH,2016-2017,44430,20.0,LK
56607.0,0.800496688741722,0.339573918657198,0.783831282952548,0.070613629355535,High,Regular School,NC,2016-2017,27106,21.5934065934066,SE
51026.0,0.665759019741321,0.266608391608392,0.801959412176347,0.0660313138189244,High,Regular School,WI,2016-2017,53095,21.6,LK
38881.0,0.581007913369429,0.310901749663526,0.788848263254113,0.0928423236514523,High,Regular School,IN,2016-2017,47960,20.1037851037851,LK
84634.0,0.665161775771257,0.162995594713656,0.828681424446583,0.00896057347670251,High,Regular School,PA,2016-2017,17339,22.2039072039072,NE
64375.0,0.745489078822412,0.452205882352941,0.75,0.0372285418821096,High,Regular School,NC,2016-2017,27284,20.3968253968254,SE
55000.0,0.812364760432767,0.224489795918367,0.820428336079077,0.0562695380340396,High,Regular School,GA,2016-2017,31410,19.9328449328449,SE
52569.0,0.562763466042155,0.411764705882353,0.752390538500252,0.131147540983607,High,Regular School,MI,2016-2017,48048,17.3,LK
31402.0,0.714656290531777,0.329283110571081,0.319238900634249,0.08199121522694,High,Regular School,TX,2016-2017,77021,27.2588522588523,S
29167.0,0.407361197754211,0.448028673835125,0.612413793103448,0.0847322142286171,High,Regular School,KY,2016-2017,42408,20.3,LK
45385.0,0.574902431702192,0.185006877579092,0.622532894736842,0.0260695187165775,High,Regular School,WY,2016-2017,82001,20.2,N
116583.0,0.887390959555908,0.0185036202735318,0.81592039800995,0.0352748154224774,High,Regular School,NJ,2016-2017,8534,25.2319902319902,NE
44118.0,0.486180014174344,0.3886925795053,0.570536828963795,0.0209380234505863,High,Regular School,TX,2016-2017,76901,19.8351648351648,S
44851.0,0.49855421686747,0.189456342668863,0.541103603603604,0.116625310173697,High,Regular School,GA,2016-2017,30110,21.1782661782662,SE
35076.0,0.505674653215637,0.452131938857603,0.364556962025316,0.328832406671962,High,Regular School,FL,2016-2017,32301,21.984126984127,SE
89966.0,0.902871105681124,0.175986842105263,0.939597315436242,0.0438144329896907,High,Regular School,TX,2016-2017,77019,27.4053724053724,S
83833.0,0.809005741915987,0.266304347826087,0.778393351800554,0.0242367012905257,High,Regular School,MO,2016-2017,63301,22.1,LK
46731.0,0.508434864104967,0.711175616835994,0.878475798146241,0.185530921820303,High,Regular School,NY,2016-2017,11366,18.5653235653236,NE
51364.0,0.48897885739991,0.365313653136531,0.690869086908691,0.148493150684932,High,Regular School,NC,2016-2017,27938,19.3711843711844,SE
62917.0,0.795256916996047,0.303735024665257,0.75046904315197,0.094606542882405,High,Regular School,MI,2016-2017,48081,20.0,LK
65142.0,0.714666666666667,0.333599361532322,0.751394422310757,0.0504955167531855,High,Regular School,LA,2016-2017,71105,20.2,S
34866.0,0.443339960238569,0.459119496855346,0.627722772277228,0.113604488078541,High,Regular School,IN,2016-2017,47327,19.7985347985348,LK
64842.0,0.521253602305475,0.231203007518797,0.686705202312139,0.0561752988047809,High,Regular School,PA,2016-2017,17020,21.3492063492064,NE
53417.0,0.51549463647199,0.537267080745342,0.643589743589744,0.138606676342525,High,Regular School,LA,2016-2017,70071,19.6,S
42538.0,0.560371517027864,0.368131868131868,0.56809024979855,0.0793791574279379,High,Regular School,MA,2016-2017,1083,22.2771672771673,NE
30211.0,0.48351034097261,0.67502850627138,0.330275229357798,0.290472501936483,High,Regular School,MI,2016-2017,48221,14.1,LK
28832.0,0.528460997891778,0.604554865424431,0.318627450980392,0.117859725234996,High,Regular School,NY,2016-2017,10469,17.7594627594628,NE
37007.0,0.525547445255474,0.208695652173913,0.647294589178357,0.0752797558494405,High,Regular School,MO,2016-2017,65041,21.0,LK
55417.0,0.660804020100503,0.191256830601093,0.761519805982215,0.0812520812520812,High,Regular School,WI,2016-2017,53085,23.2,LK
29022.0,0.36304347826087,0.743865948533812,0.268378063010502,0.269703872437358,High,Regular School,NC,2016-2017,28208,17.8327228327228,SE
65755.0,0.645038167938931,0.227272727272727,0.786648313833448,0.067684331797235,High,Regular School,IL,2016-2017,61275,20.1,LK
27561.0,0.277395115842204,0.608695652173913,0.586028460543338,0.129820051413882,High,Regular School,NC,2016-2017,27407,18.1013431013431,SE
22875.0,0.322026232473994,0.657276995305164,0.370716510903427,0.176569506726457,High,Regular School,NJ,2016-2017,8618,14.9023199023199,NE
53623.0,0.585509688289806,0.232911392405063,0.748422712933754,0.0625283189850476,High,Regular School,IL,2016-2017,61738,21.3,LK
50795.0,0.59788566953798,0.214827295703454,0.693859649122807,0.0764558770989639,High,Regular School,NC,2016-2017,27244,21.4957264957265,SE
69900.0,0.764211369095276,0.157360406091371,0.875291919663709,0.0558912386706949,High,Regular School,OH,2016-2017,44406,23.0,LK
47115.0,0.346660165772794,0.3704,0.602362204724409,0.0648854961832061,High,Regular School,KY,2016-2017,40065,19.7,LK
53577.0,0.539238721804511,0.282148670645686,0.65375854214123,0.103908955962395,High,Regular School,IL,2016-2017,60008,22.6,LK
32805.0,0.399675060926076,0.745454545454545,0.108782435129741,0.121503496503496,High,Regular School,NJ,2016-2017,8618,16.9291819291819,NE
29102.0,0.572330097087379,0.791208791208791,0.367912371134021,0.34375,High,Regular School,MI,2016-2017,48505,15.2,LK
33449.0,0.120884773662551,0.951573849878935,0.687414500683995,0.210234278668311,High,Regular School,IL,2016-2017,60623,18.1,LK
50500.0,0.658651332984841,0.270313757039421,0.682985553772071,0.185430463576159,High,Regular School,TN,2016-2017,37042,18.8,SE
53800.0,0.51313320825516,0.670940170940171,0.662234042553192,0.10183299389002,High,Regular School,OH,2016-2017,44643,21.0,LK
30781.0,0.331297709923664,0.479041916167665,0.724508050089445,0.0797148412184057,High,Regular School,TX,2016-2017,76442,20.5433455433455,S
53460.0,0.612205670350793,0.278508771929825,0.60377358490566,0.0819112627986348,High,Regular School,WI,2016-2017,53511,20.6,LK
39710.0,0.75419776119403,0.457960644007156,0.671669793621013,0.0669856459330144,High,Regular School,WI,2016-2017,54843,22.4,LK
32557.0,0.475558237779119,0.453666398066076,0.460087082728592,0.174978127734033,High,Regular School,NC,2016-2017,28752,20.3968253968254,SE
51136.0,0.513769363166954,0.279452054794521,0.612121212121212,0.0856269113149847,High,Regular School,MI,2016-2017,49082,19.6,LK
73177.0,0.675324675324675,0.142857142857143,0.83900643974241,0.0753812636165577,High,Regular School,PA,2016-2017,17019,22.5702075702076,NE
70231.0,0.582443102647469,0.105820105820106,0.7015065913371,0.0417727967396842,High,Regular School,WY,2016-2017,83113,20.2,N
37545.0,0.271218889597958,0.620762711864407,0.355871886120996,0.0847701149425287,High,Regular School,TX,2016-2017,78065,17.8083028083028,S
45016.0,0.808032890575585,0.236496350364963,0.267197682838523,0.164497831164498,High,Regular School,WA,2016-2017,98502,23.4981684981685,NW
31086.0,0.584365655702691,0.289676425269646,0.347776510832383,0.128205128205128,High,Regular School,MI,2016-2017,49431,20.0,LK
30977.0,0.510928961748634,0.388571428571429,0.581314878892734,0.200488997555012,High,Regular School,IL,2016-2017,62931,18.9,LK
47424.0,0.646200301962758,0.356382978723404,0.550573514077164,0.0403309203722854,High,Regular School,IL,2016-2017,62881,20.1,LK
73185.0,0.477523324851569,0.136363636363636,0.674858223062382,0.0321516900247321,High,Regular School,PA,2016-2017,19533,21.5445665445665,NE
43400.0,0.44393063583815,0.630640083945435,0.614,0.0891304347826087,High,Regular School,MI,2016-2017,48174,17.1,LK
62045.0,0.531056735681635,0.104430379746835,0.818844984802432,0.028234649122807,High,Regular School,IN,2016-2017,47532,21.9426129426129,LK
51406.0,0.393470790378007,0.337408312958435,0.726744186046512,0.136278195488722,High,Regular School,PA,2016-2017,15333,18.8827838827839,NE
158679.0,0.943765975575121,0.880672268907563,0.80829756795422,0.0561224489795918,High,Regular School,NY,2016-2017,10023,17.6617826617827,NE
64783.0,0.576345660930062,0.133333333333333,0.661899897854954,0.0861500412201154,High,Regular School,MA,2016-2017,1057,20.6410256410256,NE
41221.0,0.435794834485267,0.408510638297872,0.754746835443038,0.127978817299206,High,Regular School,MI,2016-2017,48466,17.8,LK
40605.0,0.353609766364976,0.474285714285714,0.652536929993577,0.176130895091434,High,Regular School,NC,2016-2017,28135,18.2722832722833,SE
30709.0,0.414680050188206,0.698727015558699,0.550598476605005,0.113167259786477,High,Regular School,OH,2016-2017,43227,16.0,LK
53598.0,0.544956997654418,0.194945848375451,0.762110726643599,0.0803967632471939,High,Regular School,WI,2016-2017,53156,22.7,LK
93661.0,0.94259988745076,0.0403167746580274,0.947176684881603,0.0536298234139961,High,Regular School,PA,2016-2017,15241,25.4273504273504,NE
41990.0,0.403189066059225,0.942122186495177,0.471571906354515,0.193863789615644,High,Regular School,NY,2016-2017,11237,15.6349206349206,NE
31270.0,0.336572647546812,0.467161016949153,0.491652021089631,0.0617146048589779,High,Regular School,TN,2016-2017,37083,18.4,SE
40000.0,0.647577092511013,0.422040816326531,0.512784090909091,0.043859649122807,High,Regular School,KY,2016-2017,42104,20.1,LK
158679.0,0.943765975575121,0.825515947467167,0.80829756795422,0.0561224489795918,High,Regular School,NY,2016-2017,10023,17.2466422466422,NE
26423.0,0.467268623024831,0.512647554806071,0.718283582089552,0.11271186440678,High,Regular School,OH,2016-2017,43614,19.0,LK
56543.0,0.842105263157895,0.779896907216495,0.677333333333333,0.0988719309887193,High,Regular School,TX,2016-2017,78210,17.2710622710623,S
40147.0,0.541776142932212,0.301675977653631,0.556156968876861,0.0688976377952756,High,Regular School,WI,2016-2017,53821,21.3,LK
23571.0,0.424103035878565,0.573809523809524,0.549180327868853,0.0808823529411765,High,Regular School,OH,2016-2017,45714,21.0,LK
54701.0,0.586449864498645,0.328358208955224,0.758778625954198,0.0897984117287721,High,Regular School,MI,2016-2017,49887,20.3,LK
44575.0,0.723830734966592,0.0978835978835979,0.717529518619437,0.0635039223010833,High,Regular School,IL,2016-2017,62467,21.1,LK
49167.0,0.448895027624309,0.332887700534759,0.603423680456491,0.0393013100436681,High,Regular School,PA,2016-2017,18848,20.6898656898657,NE
50739.0,0.586980920314254,0.289752650176678,0.643428063943162,0.0849673202614379,High,Regular School,TX,2016-2017,75771,21.2759462759463,S
15860.0,0.505990783410138,0.749326145552561,0.168981481481481,0.173184357541899,High,Regular School,MI,2016-2017,48507,17.9,LK
31040.0,0.425403225806452,0.815384615384615,0.386785960082588,0.0823988298391029,High,Regular School,IN,2016-2017,46320,16.2210012210012,LK
45303.0,0.502726653033401,0.335205992509363,0.654310344827586,0.0971628449280995,High,Regular School,TN,2016-2017,37701,22.0,SE
74250.0,0.582558571959836,0.164519906323185,0.812743190661479,0.0397074190177638,High,Regular School,PA,2016-2017,17112,22.6923076923077,NE
45914.0,0.449230769230769,0.221734357848518,0.549800796812749,0.1012,High,Regular School,PA,2016-2017,17404,21.8131868131868,NE
85662.0,0.699064890903939,0.174165457184325,0.967623252391464,0.0736747529200359,High,Regular School,MA,2016-2017,1430,22.1306471306471,NE
38915.0,0.44932079414838,0.311965811965812,0.675984752223634,0.106918238993711,High,Regular School,MI,2016-2017,48441,20.8,LK
52765.0,0.600142045454545,0.291497975708502,0.676311030741411,0.0660247592847318,High,Regular School,IL,2016-2017,61842,21.3,LK
96250.0,0.829052631578947,0.107446276861569,0.90253045923149,0.0482661668228679,High,Regular School,NC,2016-2017,27409,23.6446886446886,SE
46214.0,0.398814949863263,0.436274509803922,0.646271510516252,0.13773965691221,High,Regular School,OH,2016-2017,43701,21.0,LK
36678.0,0.609220636663008,0.521846661170651,0.656597774244833,0.128911138923655,High,Regular School,WA,2016-2017,98337,21.1782661782662,NW
50742.0,0.616279069767442,0.287425149700599,0.708622398414272,0.0540123456790123,High,Regular School,IL,2016-2017,61956,20.8,LK
22294.0,0.269536147095696,0.678571428571429,0.421052631578947,0.170743639921722,High,Regular School,LA,2016-2017,70510,17.5,S
48401.0,0.546343975283213,0.266890005583473,0.625,0.0977443609022556,High,Regular School,GA,2016-2017,30040,21.6666666666667,SE
37611.0,0.453213077790304,0.305043050430504,0.395622895622896,0.0621632822213013,High,Regular School,PA,2016-2017,18603,21.3492063492064,NE
21190.0,0.361454545454545,0.806451612903226,0.382165605095541,0.207063711911357,High,Regular School,NY,2016-2017,10458,16.5140415140415,NE
72895.0,0.859308384651824,0.231843575418994,0.493023255813954,0.11692759295499,High,Regular School,GA,2016-2017,30002,24.5482295482295,SE
53952.0,0.556891766882516,0.382822085889571,0.6328,0.080964970257766,High,Regular School,MO,2016-2017,64055,20.6,LK
49500.0,0.452830188679245,0.345945945945946,0.696594427244582,0.0946416144745999,High,Regular School,TX,2016-2017,76577,20.9340659340659,S
144833.0,0.926470588235294,0.0259017187121762,0.953253895508708,0.0351906158357771,High,Regular School,TX,2016-2017,77381,24.4505494505495,S
42000.0,0.609090909090909,0.6875,0.550632911392405,0.093984962406015,High,Regular School,NY,2016-2017,11432,20.0549450549451,NE
56786.0,0.903822937625754,0.0672043010752688,0.850077279752705,0.0598372426998564,High,Regular School,MA,2016-2017,1950,23.8644688644689,NE
39973.0,0.812305295950156,0.126700071581961,0.659235668789809,0.0571888844140153,High,Regular School,MI,2016-2017,49002,22.6,LK
50057.0,0.662078152753108,0.091688089117395,0.534637326813366,0.046875,High,Regular School,PA,2016-2017,17036,22.985347985348,NE
20045.0,0.23805913570887,0.871747211895911,0.138632162661738,0.134199134199134,High,Regular School,LA,2016-2017,71109,15.4,S
57955.0,0.951393389500972,0.625961538461538,0.89294403892944,0.0253786328284896,High,Regular School,IL,2016-2017,61801,19.9,LK
39855.0,0.348979591836735,0.503703703703704,0.448466257668712,0.121663244353183,High,Regular School,IL,2016-2017,60033,17.9,LK
51607.0,0.495910330202969,0.225375626043406,0.778704297626684,0.0873347251217815,High,Regular School,OH,2016-2017,43055,22.0,LK
76667.0,0.811535337124289,0.583333333333333,0.513824884792627,0.153471915081822,High,Regular School,GA,2016-2017,30087,17.6862026862027,SE
25616.0,0.314133591481123,0.522388059701492,0.797788309636651,0.0429042904290429,High,Regular School,FL,2016-2017,33135,19.8107448107448,SE
24671.0,0.361867704280156,0.587919463087248,0.549683662076665,0.11869618696187,High,Regular School,WA,2016-2017,99336,19.0781440781441,NW
38264.0,0.483631871525633,0.586021505376344,0.648686030428769,0.16036308623298,High,Regular School,MI,2016-2017,48622,17.6,LK
28792.0,0.485272459499264,0.415441176470588,0.566820276497696,0.118604651162791,High,Regular School,MI,2016-2017,49935,19.6,LK
50972.0,0.43216896831844,0.282632146709817,0.691722169362512,0.146547884187082,High,Regular School,MO,2016-2017,63052,21.4,LK
32221.0,0.371356783919598,0.517640863612428,0.50726392251816,0.0472078295912493,High,Regular School,FL,2016-2017,34221,19.4200244200244,SE
23036.0,0.321453529000699,0.842622950819672,0.403598971722365,0.0101010101010101,High,Regular School,NY,2016-2017,10002,16.2698412698413,NE
36411.0,0.335301837270341,0.5,0.448703494926719,0.0521806853582555,High,Regular School,MO,2016-2017,63556,19.9,LK
28321.0,0.328385899814471,0.41967044284243,0.640625,0.0970149253731343,High,Regular School,FL,2016-2017,33905,21.5689865689866,SE
39693.0,0.557458563535912,0.240875912408759,0.697283311772316,0.0481550969355847,High,Regular School,IL,2016-2017,62288,18.4,LK
39931.0,0.505263157894737,0.66887417218543,0.793577981651376,0.197058823529412,High,Regular School,MI,2016-2017,48739,18.0,LK
123079.0,0.891590678824721,0.0498845265588915,0.828148148148148,0.0593896068188067,High,Regular School,TX,2016-2017,77546,24.0598290598291,S
49659.0,0.502316960148285,0.0,0.843210802700675,0.0642750373692078,High,Regular School,OH,2016-2017,45380,23.0,LK
50719.0,0.518609206660137,0.225683890577508,0.514285714285714,0.0976581963129048,High,Regular School,IL,2016-2017,60084,22.0,LK
43546.0,0.508090614886731,0.457974137931034,0.492741935483871,0.110526315789474,High,Regular School,PA,2016-2017,18018,21.3980463980464,NE
43768.0,0.48961038961039,0.482317531978932,0.344390607528886,0.193154761904762,High,Regular School,FL,2016-2017,32244,15.7326007326007,SE
43750.0,0.545110192837466,0.4353981662015144,0.772984441301273,0.154487821154488,High,Regular School,MI,2016-2017,48604,18.7,LK
42955.0,0.642195540308748,0.629703963873557,0.595582635186596,0.0679738562091503,High,Regular School,WA,2016-2017,98908,18.956043956044,NW
41713.0,0.480968858131488,0.454680534918276,0.643090315560392,0.117598684210526,High,Regular School,MI,2016-2017,48809,18.6,LK
90982.0,0.774697938877043,0.303589232303091,0.874779541446208,0.0685975609756098,High,Regular School,TX,2016-2017,76180,21.7643467643468,S
38036.0,0.5230044345898,0.372216330858961,0.829338446788111,0.0691651432053626,High,Regular School,IL,2016-2017,60707,20.0,LK
55469.0,0.550323176361957,0.722816901408451,0.791575889615105,0.0788790866632071,High,Regular School,TX,2016-2017,78572,22.1794871794872,S
61852.0,0.779642663779101,0.14171974522293,0.822249093107618,0.0599185573007563,High,Regular School,MA,2016-2017,2771,22.6923076923077,NE
81250.0,0.749632892804699,0.356211989574283,0.949390243902439,0.0915570175438596,High,Regular School,NY,2016-2017,11367,29.1636141636142,NE
45179.0,0.571672354948805,0.271468144044321,0.721577726218097,0.0661116552399608,High,Regular School,OH,2016-2017,44408,22.0,LK
40614.0,0.597198879551821,0.219660194174757,0.687643020594966,0.0588928150765607,High,Regular School,WI,2016-2017,54902,23.4,LK
32526.0,0.314339386349405,0.4048,0.510416666666667,0.105062082139446,High,Regular School,IN,2016-2017,46970,19.4493284493284,LK
64153.0,0.901704545454545,0.86455798864558,0.485185185185185,0.0644078144078144,High,Regular School,IL,2016-2017,60625,17.0,LK
55645.0,0.676395645123929,0.138539042821159,0.816706730769231,0.076116125884362,High,Regular School,IN,2016-2017,46112,21.6495726495726,LK
114120.0,0.958849557522124,0.363360762234734,0.955212355212355,0.00173410404624277,High,Regular School,TN,2016-2017,38117,22.5,SE
34063.0,0.518857142857143,0.527638190954774,0.636743215031315,0.208852005532503,High,Regular School,MI,2016-2017,48457,19.1,LK
32473.0,0.369643779039752,0.368758002560819,0.443704600484262,0.239072847682119,High,Regular School,TX,2016-2017,78570,24.8901098901099,S
22176.0,0.312062937062937,0.866983372921615,0.228521332554062,0.164436771687527,High,Regular School,TN,2016-2017,38118,14.6,SE
41218.0,0.469083969465649,0.373722627737226,0.742154368108567,0.0118317265556529,High,Regular School,OH,2016-2017,44615,21.0,LK
79048.0,0.511880515953836,0.227906976744186,0.911877394636015,0.0634686346863469,High,Regular School,PA,2016-2017,17372,21.0561660561661,NE
43887.0,0.481028667790894,0.518248175182482,0.722128378378378,0.0793960058451047,High,Regular School,MO,2016-2017,65559,21.8,LK
44262.0,0.429785330948122,0.514442916093535,0.870967741935484,0.0829979879275654,High,Regular School,TN,2016-2017,37774,18.5,SE
58257.0,0.666871354006755,0.121019108280255,0.557122708039492,0.0586275816122585,High,Regular School,IN,2016-2017,46163,21.7350427350427,LK
22039.0,0.479295154185022,0.672667757774141,0.378299120234604,0.0781440781440781,High,Regular School,TX,2016-2017,76104,18.956043956044,S
60488.0,0.635752042287362,0.127762430939227,0.724873096446701,0.0706580366774542,High,Regular School,MI,2016-2017,48169,20.0,LK
90417.0,0.764705882352941,0.46578631452581,0.717557251908397,0.0542521994134897,High,Regular School,FL,2016-2017,33635,19.3467643467643,SE
86289.0,0.78230980751604,0.143378519290928,0.808119864668922,0.0342786683107275,High,Regular School,IN,2016-2017,47630,22.4041514041514,LK
32448.0,0.308617234468938,0.553333333333333,0.617846750727449,0.0423841059602649,High,Regular School,LA,2016-2017,70577,19.2,S
42845.0,0.476435045317221,0.213058419243986,0.710622710622711,0.0473066298342541,High,Regular School,OH,2016-2017,43713,20.0,LK
35117.03385893261,0.4638437464179058,0.751819505094614,0.4947653066639619,0.1367094105441081,High,Regular School,NY,2016-2017,10031,19.2002442002442,NE
28333.0,0.396510434485118,0.956389452332657,0.651472367890278,0.0940860215053763,High,Regular School,TX,2016-2017,78582,18.1746031746032,S
95714.0,0.931407942238267,0.855263157894737,0.727272727272727,0.0553477935676889,High,Regular School,NY,2016-2017,11222,16.7582417582418,NE
49868.0,0.734008683068017,0.327388535031847,0.69589422407794,0.0484154929577465,High,Regular School,MO,2016-2017,63123,22.0,LK
31230.0,0.439039408866995,0.280473372781065,0.507225433526012,0.111584932480455,High,Regular School,PA,2016-2017,15767,20.7142857142857,NE
28554.0,0.413941018766756,0.902527075812274,0.210144927536232,0.153104279686558,High,Regular School,MO,2016-2017,64108,16.5,LK
89750.0,0.807441446783279,0.36701030927835,0.721993531314319,0.0583617476805963,High,Regular School,FL,2016-2017,33027,20.2014652014652,SE
61215.0,0.522842639593909,0.397306397306397,0.867867867867868,0.0646853146853147,High,Regular School,TX,2016-2017,77482,18.5653235653236,S
45395.0,0.505060728744939,0.714814814814815,0.202508960573477,0.127771911298838,High,Regular School,TX,2016-2017,76112,15.4639804639805,S
49145.0,0.704285714285714,0.428571428571429,0.362186788154898,0.0429362880886427,High,Regular School,IL,2016-2017,61616,18.8,LK
33378.0,0.568516421291053,0.374074074074074,0.442882249560633,0.0676020408163265,High,Regular School,MO,2016-2017,63555,20.2,LK
32384.0,0.361047463175123,0.465449804432855,0.593861527480371,0.0805147058823529,High,Regular School,FL,2016-2017,34420,20.1770451770452,SE
45309.0,0.644880174291939,0.307692307692308,0.895280235988201,0.11276332094176,High,Regular School,IL,2016-2017,62454,20.3,LK
49949.0,0.411731207289294,0.376321353065539,0.723976608187134,0.0788177339901478,High,Regular School,IN,2016-2017,47240,19.5714285714286,LK
49924.0,0.538637664567831,0.310152990264256,0.708333333333333,0.0458064516129032,High,Regular School,GA,2016-2017,30814,21.3247863247863,SE
30540.0,0.433224755700326,0.627408993576017,0.437978560490046,0.0980615735461802,High,Regular School,OH,2016-2017,43302,19.0,LK
15609.0,0.486796785304248,0.49402390438247,0.124352331606218,0.147188533627343,High,Regular School,PA,2016-2017,19121,20.982905982906,NE
27568.0,0.349100860046912,0.530920060331825,0.647802528597231,0.0556577736890524,High,Regular School,TX,2016-2017,75935,19.1025641025641,S
33520.0,0.620846609012289,0.413897280966767,0.716849451645065,0.143546441495778,High,Regular School,WA,2016-2017,99006,21.3003663003663,NW
46144.0,0.552963260927863,0.167064439140811,0.553875236294896,0.0584728924212319,High,Regular School,TX,2016-2017,77089,25.01221001221,S
38371.0,0.309239766081871,0.36768149882904,0.721254355400697,0.0602645761881431,High,Regular School,PA,2016-2017,16651,20.958485958486,NE
17103.0,0.238041643218908,0.877245508982036,0.555555555555556,0.0993788819875776,High,Regular School,TX,2016-2017,78520,19.7863247863248,S
52367.0,0.62977793957044,0.277008310249307,0.6,0.0503626107977438,High,Regular School,IL,2016-2017,62231,18.8,LK
34042.0,0.56027397260274,0.535099337748344,0.793959007551241,0.124921135646688,High,Regular School,NC,2016-2017,28043,18.6141636141636,SE
60291.0,0.7553316147176,0.302166476624857,0.848110644603606,0.129051839261867,High,Regular School,GA,2016-2017,30052,21.1538461538462,SE
47661.0,0.401146131805158,0.607287449392713,0.559116022099448,0.0967144840351689,High,Regular School,TX,2016-2017,76135,17.6617826617827,S
84352.0,0.739847715736041,0.083088543852287,0.914184397163121,0.0559315995724973,High,Regular School,IL,2016-2017,60068,24.0,LK
45172.0,0.834215167548501,0.528219178082192,0.740437158469945,0.0591979630808402,High,Regular School,FL,2016-2017,32205,17.7106227106227,SE
49625.0,0.579079079079079,0.172125883108542,0.752753977968176,0.0577617328519856,High,Regular School,IN,2016-2017,46168,22.4456654456654,LK
